優先,id,category,探す商品,価格帯,指標,用途,url
B,coffee-beans-gift,キッチン・食,コーヒー豆のギフトセット。飲み比べできるもの,3000-6000,S;F,gift,https://www.amazon.co.jp/%E8%B1%86%E5%96%84-%E6%89%8B%E4%BD%9C%E3%82%8A%E3%83%89%E3%83%AA%E3%83%83%E3%83%97%E3%82%B3%E3%83%BC%E3%83%92%E3%83%BC-4%E7%A8%AE%E9%A1%9E16%E5%80%8B%E3%82%BB%E3%83%83%E3%83%88-%E3%83%96%E3%83%AB%E3%83%BC%E3%83%9E%E3%82%A6%E3%83%B3%E3%83%86%E3%83%B3%E3%83%96%E3%83%AC%E3%83%B3%E3%83%89%E5%85%A5%E3%82%8A-%E8%A9%B0%E3%82%81%E5%90%88%E3%82%8F%E3%81%9B/dp/B0D3HGW6X4?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=3C2Z3A2W8W1VF&dib=eyJ2IjoiMSJ9.3TUL4n1M_5Ws-o075dW8Z6sNpLGmZRMJBGMb1uUl7f0I0Q4S7Ky5kFxnzUJGF1l9rdQVGKlD4f27qHe8SNVhqIIREisfQ2_hACzSGSlUNPHjbdFO_FLvYPHvNK5cw55It7-GzAG-k2Xzzsj5TBWpiizqizZMiFJo8z9qwKvQCYFii5zgqcnFX0ulVW2iKRB_f4URfh-E87ZoWCZawdcQSIh0bnb9A7ncL-lqefGZa5TfRiin0-PrQCfdFKCM9vekGM2BbwJJPv-ldmhwZChSM2qD6J1gAqkcMbXG_WHlzhU.RnbTJhUC7CXcO-uMQoUAql1XMEz-wuDFvJ7Olv-xBDA&dib_tag=se&keywords=%E3%82%B3%E3%83%BC%E3%83%92%E3%83%BC%E8%B1%86%E3%81%AE%E3%82%AE%E3%83%95%E3%83%88%E3%82%BB%E3%83%83%E3%83%88%E3%80%82%E9%A3%B2%E3%81%BF%E6%AF%94%E3%81%B9%E3%81%A7%E3%81%8D%E3%82%8B%E3%82%82%E3%81%AE&qid=1785906113&refinements=p_72%3A82363051&rnid=82361051&sprefix=%E3%82%B3%E3%83%BC%E3%83%92%E3%83%BC%E8%B1%86%E3%81%AE%E3%82%AE%E3%83%95%E3%83%88%E3%82%BB%E3%83%83%E3%83%88%2B%E9%A3%B2%E3%81%BF%E6%AF%94%E3%81%B9%E3%81%A7%E3%81%8D%E3%82%8B%E3%82%82%E3%81%AE%2Caps%2C209&sr=8-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1&linkCode=ll2&tag=soleon-22&linkId=645d1a45ca704bdd18c97121607e797c&ref_=as_li_ss_tl
B,tea-gift-set,キッチン・食,紅茶・日本茶のギフトセット,3000-8000,S;F,gift,https://www.amazon.co.jp/MOTIVATION-%E3%83%86%E3%82%A3%E3%83%BC%E3%83%90%E3%83%83%E3%82%B0-4%E7%A8%AE%E3%82%A2%E3%82%BD%E3%83%BC%E3%83%8822%E5%8C%85%E5%85%A5-%E3%82%A2%E3%83%BC%E3%83%AB%E3%82%B0%E3%83%AC%E3%82%A4-%E3%82%AE%E3%83%95%E3%83%88%E5%8C%85%E8%A3%85%EF%BD%A5%E6%89%8B%E6%8F%90%E8%A2%8B%E4%BB%98/dp/B07588XYYT?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=1YE0MVS2O9QHX&dib=eyJ2IjoiMSJ9.WermF8Pb0rgpYMvm96XNlaeB2m4I7NgrMKYQ_OKvKoRUeE1Gm4xMSkWPUcxjVF3DY9YZKxQ9h2659OLS-iVvLszrFMdMsFsz9T9o3qBPAZ77mT7-3WkIWn_-QboDquU7W49BlkLEe8tpyywj0RjZHJsGqZdDf2VSMABXeJbt3m35C622qh3_z2IRYISjsVvij0t26PS_5KoTGM-QLdPqpZWL1KtMx3Th6fVGa2P4ohPP4ciWHeU6fIuJwh5ustnPBNZPLxceiWog5wkJqFU-YpCwofDvnJSM5OfzUWMCL9k.2HL_wiOSKfm_NWoNlyLKl0BccNzIMBXjBGDCoykaiXc&dib_tag=se&keywords=%E7%B4%85%E8%8C%B6%E3%83%BB%E6%97%A5%E6%9C%AC%E8%8C%B6%E3%81%AE%E3%82%AE%E3%83%95%E3%83%88%E3%82%BB%E3%83%83%E3%83%88&qid=1785906146&refinements=p_72%3A82363051&rnid=82361051&sprefix=%E3%82%B3%E3%83%BC%E3%83%92%E3%83%BC%E8%B1%86%E3%81%AE%E3%82%AE%E3%83%95%E3%83%88%E3%82%BB%E3%83%83%E3%83%88%2B%E9%A3%B2%E3%81%BF%E6%AF%94%E3%81%B9%E3%81%A7%E3%81%8D%E3%82%8B%E3%82%82%E3%81%AE%2Caps%2C224&sr=8-3-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1&linkCode=ll2&tag=soleon-22&linkId=a6f578720488ab40c269a371af5ffe73&ref_=as_li_ss_tl
B,seasoning-gift,キッチン・食,オリーブオイル・調味料のギフトセット,4000-8000,S;F,gift,https://www.amazon.co.jp/%E3%82%A8%E3%82%AD%E3%82%B9%E3%83%88%E3%83%A9%E3%83%90%E3%83%BC%E3%82%B8%E3%83%B3%E3%82%AA%E3%83%AA%E3%83%BC%E3%83%96%E3%82%AA%E3%82%A4%E3%83%AB-%E3%83%AB%E3%82%A4%E3%83%BC%E3%82%B6%EF%BC%88LUISA%EF%BC%89-190g%C3%972%E6%9C%AC-%E5%8D%97%E3%82%A4%E3%82%BF%E3%83%AA%E3%82%A2%E7%94%A3%E3%82%AA%E3%83%AA%E3%83%BC%E3%83%96%E4%BD%BF%E7%94%A8-%E6%9C%89%E6%A9%9FJAS%E8%AA%8D%E8%A8%BC/dp/B0C73MTN8S?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&content-id=amzn1.sym.5766c429-93d1-4bd4-88e3-63cf1ad3d1ce%3Aamzn1.sym.5766c429-93d1-4bd4-88e3-63cf1ad3d1ce&crid=2YPLWMWM7TKGR&cv_ct_cx=%E3%82%AA%E3%83%AA%E3%83%BC%E3%83%96%E3%82%AA%E3%82%A4%E3%83%AB%E3%83%BB%E8%AA%BF%E5%91%B3%E6%96%99%E3%81%AE%E3%82%AE%E3%83%95%E3%83%88%E3%82%BB%E3%83%83%E3%83%88&keywords=%E3%82%AA%E3%83%AA%E3%83%BC%E3%83%96%E3%82%AA%E3%82%A4%E3%83%AB%E3%83%BB%E8%AA%BF%E5%91%B3%E6%96%99%E3%81%AE%E3%82%AE%E3%83%95%E3%83%88%E3%82%BB%E3%83%83%E3%83%88&pd_rd_i=B0C73MTN8S&pd_rd_r=dfea8358-997c-4d78-86f9-0b1c9344eccf&pd_rd_w=iIvI8&pd_rd_wg=VeV8R&pf_rd_p=5766c429-93d1-4bd4-88e3-63cf1ad3d1ce&pf_rd_r=1KJ9HH0JP3FWXV16CS22&qid=1785906169&refinements=p_72%3A82363051&rnid=82361051&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=%E3%82%AA%E3%83%AA%E3%83%BC%E3%83%96%E3%82%AA%E3%82%A4%E3%83%AB%2B%E8%AA%BF%E5%91%B3%E6%96%99%E3%81%AE%E3%82%AE%E3%83%95%E3%83%88%E3%82%BB%E3%83%83%E3%83%88%2Caps%2C233&sr=1-3-c0900fc6-21a1-47f2-a93f-b57a4e3ad6bc-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM&th=1&linkCode=ll2&tag=soleon-22&linkId=514f4b659864751f95219dfca253351e&ref_=as_li_ss_tl
B,sweets-gift-box,キッチン・食,焼き菓子・チョコレートのギフトボックス,3000-6000,S;F,gift,https://www.amazon.co.jp/%E3%80%90%E8%B4%85%E6%B2%A2%E3%81%AA%E5%A4%A7%E4%BA%BA%E3%81%AE%E3%83%8A%E3%83%83%E3%83%84%E3%83%81%E3%83%A7%E3%82%B3%E3%80%91-Blissmy-%E3%83%A9%E3%82%BA%E3%83%99%E3%83%AA%E3%83%BC%E3%82%AB%E3%82%B7%E3%83%A5%E3%83%BC%E3%83%8A%E3%83%83%E3%83%84-%E3%82%AD%E3%83%A3%E3%83%A9%E3%83%A1%E3%83%AB%E3%83%94%E3%83%BC%E3%82%AB%E3%83%B3%E3%83%8A%E3%83%83%E3%83%84-%E6%8A%B9%E8%8C%B6%E3%83%98%E3%83%BC%E3%82%BC%E3%83%AB%E3%83%8A%E3%83%83%E3%83%84/dp/B0G1B6LPGK?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&dib=eyJ2IjoiMSJ9.F70Rb8syRZ3PoHd25E-P6KIMgMRvSG2T3HGhcSghdPzbXRmkNexmSX6aj9XvHbcQJkjCnwhs072KV_Gfz_uvjNBLicQvr8MOMJmr62Q4BaynakZmJfc6rjxirjb48eDSq2asbB9yC-2ju4TSZsDk7iC7J7PfU6AqDL_Loz4dje7R6U7WUoUhwqs3MwMe0bkNOrdKuPRBAWII5XGNRtDIPQotWfFzq5deb6J3sZg4OZw._aOsBZeOOwz2V7437_ZcxELhcSooQXT6PFLzXgt6hoY&dib_tag=se&keywords=%E7%84%BC%E3%81%8D%E8%8F%93%E5%AD%90%E3%83%BB%E3%83%81%E3%83%A7%E3%82%B3%E3%83%AC%E3%83%BC%E3%83%88%E3%81%AE%E3%82%AE%E3%83%95%E3%83%88%E3%83%9C%E3%83%83%E3%82%AF%E3%82%B9&qid=1785906205&refinements=p_72%3A82363051&rnid=82361051&s=food-beverage&sr=1-5&th=1&linkCode=ll2&tag=soleon-22&linkId=ca52bf6a46ee422bd859f9f45f7f43e3&ref_=as_li_ss_tl
B,insulated-tumbler,キッチン・食,保温タンブラー・スープジャー,4000-8000,S;J,gift,https://www.amazon.co.jp/%E3%80%90%E5%B0%8F%E5%AE%B9%E9%87%8F%E3%83%A2%E3%83%87%E3%83%AB%E3%80%91%E3%82%B5%E3%83%BC%E3%83%A2%E3%82%B9-%E7%9C%9F%E7%A9%BA%E6%96%AD%E7%86%B1%E3%82%B9%E3%83%BC%E3%83%97%E3%82%B8%E3%83%A3%E3%83%BC-%E5%85%A8%E3%83%91%E3%83%BC%E3%83%84%E9%A3%9F%E6%B4%97%E6%A9%9F%E5%AF%BE%E5%BF%9C-JEG-200-N-GY/dp/B0FKGP8GHJ?dib=eyJ2IjoiMSJ9.Ow4fAC78HfINI3hgHO5a8OYCIaoZ5YJd7V9dac4UWL-lUgLxm7dQAiRIQp8NaeI2hK_FdmQFNEVame2UVh9G7m__HisSePrtLH6X428MOkaEZgpRK0zImtS7MN36D1YDLe1fMFU3hHKxuLZPF-2Ri0JvKAcQH8qPJnkc1cH_HUl3CC2sY_ppj4tAXh92Ii2rVv3gEbTyYZz2nZba10zcJEP99nVHpUABdeGTQApotxmlIqD-EmH0UN0C_s7Kt7RC8ZT_IQQ8qK7jJAiZKWaStjG-LBQVmj-F14RAXfVCRY4.9hGYftvcwWiZTxDHsNmO6pLYaGMufMtl5JgcZfOBaeo&dib_tag=se&keywords=%E4%BF%9D%E6%B8%A9%E3%82%BF%E3%83%B3%E3%83%96%E3%83%A9%E3%83%BC%E3%83%BB%E3%82%B9%E3%83%BC%E3%83%97%E3%82%B8%E3%83%A3%E3%83%BC&qid=1785906226&refinements=p_72%3A82417051&rnid=82415051&sr=8-3&ufe=app_do%3Aamzn1.fos.35785624-70c4-44ae-a5c3-3f044f475d63&th=1&linkCode=ll2&tag=soleon-22&linkId=da3972931246768d2d0345aa8eb74cea&ref_=as_li_ss_tl
B,mini-projector,体験・遊び,小型プロジェクター,10000-20000,E;N,gift,https://www.amazon.co.jp/Nebula-TV%E6%90%AD%E8%BC%89%E3%83%A2%E3%83%90%E3%82%A4%E3%83%AB%E3%83%97%E3%83%AD%E3%82%B8%E3%82%A7%E3%82%AF%E3%82%BF%E3%83%BC-%E6%9C%80%E5%A4%A7120%E3%82%A4%E3%83%B3%E3%83%81-%E5%9E%82%E7%9B%B4%E3%83%BB%E6%B0%B4%E5%B9%B3%E5%8F%B0%E5%BD%A2%E8%A3%9C%E6%AD%A3-%E3%82%B9%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%B3%E3%83%95%E3%82%A3%E3%83%83%E3%83%88/dp/B0CJDV213W?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=AP26ATBWJZ1L&dib=eyJ2IjoiMSJ9.0PrgkrOPNrEImtshRP0sbaCA3TXK1fdjzweFgueuRulCwoQCwkQtG69muPHs6Up0LUrExOn_BLg5LzQODpKDqJyh0DFU49aXIKxOWuLAvggAl0cVQLxUzyZaveYNURQL1xjyFDMfqDtGQWxozOnnxwireoMwsw_-YqxqDJf648cfjSFNA5ayFKGBEb6O2SMhdWOuLMWTDYbrC5CYNzdOMEY1sWYbub2Xn9QY6thKDz5lshA8fAmejT6Kx5QDvWttn04zoUT4ivpRVWA5q2LEQ3rAoaGZbYsSpePfN73lVaw.Lfc3C4YEfcJOjnnRxzwElmlhLCTLpETDZK0fSy1d4G4&dib_tag=se&keywords=%E5%B0%8F%E5%9E%8B%E3%83%97%E3%83%AD%E3%82%B8%E3%82%A7%E3%82%AF%E3%82%BF%E3%83%BC&qid=1785906250&refinements=p_72%3A82399051&rnid=82397051&sprefix=%E5%B0%8F%E5%9E%8B%E3%83%97%E3%83%AD%E3%82%B8%E3%82%A7%E3%82%AF%E3%82%BF%E3%83%BC%2Caps%2C214&sr=8-3-spons&ufe=app_do%3Aamzn1.fos.35785624-70c4-44ae-a5c3-3f044f475d63&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1&linkCode=ll2&tag=soleon-22&linkId=eebb1fc1c62c0a4ea548d4c445d06df1&ref_=as_li_ss_tl
B,craft-kit,体験・遊び,レザークラフト・陶芸などの手作りキット,4000-10000,P;S,gift,https://www.amazon.co.jp/%E3%82%AD%E3%83%BC%E3%83%9B%E3%83%AB%E3%83%80%E3%83%BC-3%E7%A8%AE%E3%83%91%E3%83%83%E3%82%AF-%E6%89%8B%E4%BD%9C%E3%82%8A%E3%82%AD%E3%83%83%E3%83%88-%E3%83%8F%E3%83%B3%E3%83%89%E3%83%A1%E3%82%A4%E3%83%89-%E3%83%AC%E3%82%B6%E3%83%BC%E3%82%AF%E3%83%A9%E3%83%95%E3%83%88%E3%82%AD%E3%83%83%E3%83%88%E3%82%AD%E3%83%A3%E3%83%A1%E3%83%AB/dp/B08VRWRP6B?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=Z4CO2AZYIVX1&dib=eyJ2IjoiMSJ9.Gi7RxSC2GWER0row6Zyu2SRaLJbJfH6JPv0_AUeuCcfWBO1-OosEoT9fTUsN5nOQGpFaq1luQ0UhA53GIkvUYpNL1mp0FozNlt_uHutkK9h52dPQVAPmSlCk0pG8P_7NYwtfKLAYvE46gxBm1XVZVMAMDS6ouin28OQH31IwSHAA53GSC7vGVBQVCJgmTBTwRswgrU1aZFomXyTAj7oNxy7qYaDbH-Pug0i2s68nAgPU-x5aXow5gUeO86aaCjLH-5PFJAFjY9IgPl9tMiIqOqlz4HU8i8klYG0pe_c2ub4.aFx35oIEZ00Q_SQEPmp7POhYxbukBo28XU87KhVP2p4&dib_tag=se&keywords=%E3%83%AC%E3%82%B6%E3%83%BC%E3%82%AF%E3%83%A9%E3%83%95%E3%83%88%E3%83%BB%E9%99%B6%E8%8A%B8%E3%81%AA%E3%81%A9%E3%81%AE%E6%89%8B%E4%BD%9C%E3%82%8A%E3%82%AD%E3%83%83%E3%83%88&qid=1785906282&sprefix=%E3%83%AC%E3%82%B6%E3%83%BC%E3%82%AF%E3%83%A9%E3%83%95%E3%83%88%2B%E9%99%B6%E8%8A%B8%E3%81%AA%E3%81%A9%E3%81%AE%E6%89%8B%E4%BD%9C%E3%82%8A%E3%82%AD%E3%83%83%E3%83%88%2Caps%2C217&sr=8-3&th=1&linkCode=ll2&tag=soleon-22&linkId=e06d50d52589652d22322343dd2b1aca&ref_=as_li_ss_tl
B,outdoor-lantern,体験・遊び,アウトドア用LEDランタン,4000-10000,P;S,gift,https://www.amazon.co.jp/%E3%80%902025%E6%96%B0%E7%99%BB%E5%A0%B4%E3%83%BB%E5%85%85%E9%9B%BB-%E9%9B%BB%E6%B1%A0%E4%B8%A1%E7%94%A8%E3%80%91LED-1800%E3%83%AB%E3%83%BC%E3%83%A1%E3%83%B3-%E5%A4%A7%E5%AE%B9%E9%87%8F%E3%83%90%E3%83%83%E3%83%86%E3%83%AA%E3%83%BC-2%E3%83%A2%E3%83%BC%E3%83%89%E5%88%87%E3%82%8A%E6%9B%BF%E3%81%88/dp/B0FR94GDC2?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=3LHMW1NXHR8ZQ&dib=eyJ2IjoiMSJ9.dtq3WnKDYK9s_mzrMKbr4B4-gWVj4OsqWVSpCNBGqEbShDRhs671EFWYRsxfQ--LvdLQkPdJ4gdtEut-MY-Jvv0ObrEe_EsCDIPl5fz3zbCxRgOyw191iIUzHENkBkD5_01EXc6D0WKXRspTNtQy05lrr1Q8u2N3DNUzfQfFYhSMgs4XNXidf6cmacojls1AJCjGLN5AauLd2h0nSpcp40owkisKZu0YgxwmOPxmmFieVW87kyZm_eGit1MgtRl5BjkhK1aXSEOGLs0bbBKUSeoVWr_8PjwCpeFOfW-yCu0.qZfp6aYfxospXr5ZXMoWzpGkGNE3CcRm41heWth9V3I&dib_tag=se&keywords=%E3%82%A2%E3%82%A6%E3%83%88%E3%83%89%E3%82%A2%E7%94%A8LED%E3%83%A9%E3%83%B3%E3%82%BF%E3%83%B3&qid=1785906314&refinements=p_72%3A82435051&rnid=82433051&sprefix=%E3%83%AC%E3%82%B6%E3%83%BC%E3%82%AF%E3%83%A9%E3%83%95%E3%83%88%2B%E9%99%B6%E8%8A%B8%E3%81%AA%E3%81%A9%E3%81%AE%E6%89%8B%E4%BD%9C%E3%82%8A%E3%82%AD%E3%83%83%E3%83%88%2Caps%2C263&sr=8-2-spons&ufe=app_do%3Aamzn1.fos.35785624-70c4-44ae-a5c3-3f044f475d63&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&th=1&linkCode=ll2&tag=soleon-22&linkId=1e3e753ecac2d00afb1e8f473df077a2&ref_=as_li_ss_tl
B,scarf-stole,見た目・身につけるもの,ストール・マフラー,5000-12000,F;E,gift,https://www.amazon.co.jp/%E5%AE%AE%E5%B4%8E%E3%82%BF%E3%82%AA%E3%83%AB-%E3%81%84%E3%81%BE%E3%81%B0%E3%82%8A%E3%83%9E%E3%83%95%E3%83%A9%E3%83%BC70-%E3%82%B7%E3%83%BC%E3%82%BA%E3%83%B3%E3%82%B7%E3%83%AA%E3%83%BC%E3%82%BA-No-26-%E3%83%96%E3%83%A9%E3%83%83%E3%82%AF/dp/B0052VHYL0?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=1BU80OQCXHFCO&dib=eyJ2IjoiMSJ9.HC9W3-QeAL6rxcrbzSISq1AJuJz6hUh_gQ-ec_ACH7BbZsPgqD117zWw0p5BZ64faLJQUHGwrCgLedbjXbvkHrnXO2J_2s6FW2dOc2PlHixEILYKjCjnWi6zdnqgwnnmKuYobNgUqlpiBuXBz_AqiS-47VNHyKeNYpasiFVf6Uc0vOur850Eu19b-c6-u9YaIkcPD7xz6MbE5xD1lpi08NqjxerBBoSGpvoJnysoZGedpHDhIpfjDw9t-V31dWAYJKN-_Py1S7hi54YpZuCM2ook871jHeViOu0HdhjlYPc.Sz3Nq8YMCBz4HzRI7nKXMBVRLlSuZIcO3zrd3hrBfyo&dib_tag=se&keywords=%E3%82%B9%E3%83%88%E3%83%BC%E3%83%AB%E3%83%BB%E3%83%9E%E3%83%95%E3%83%A9%E3%83%BC&qid=1785906332&refinements=p_72%3A2250897051&rnid=2250896051&sprefix=%E3%82%A2%E3%82%A6%E3%83%88%E3%83%89%E3%82%A2%E7%94%A8led%E3%83%A9%E3%83%B3%E3%82%BF%E3%83%B3%2Caps%2C241&sr=8-9&ufe=app_do%3Aamzn1.fos.35785624-70c4-44ae-a5c3-3f044f475d63&th=1&psc=1&linkCode=ll2&tag=soleon-22&linkId=53b08d3cd7a198f9b66fa72f0d29dd59&ref_=as_li_ss_tl
B,simple-accessory,見た目・身につけるもの,シンプルなアクセサリー（ピアス・ネックレスなど）,5000-15000,F;E,gift,https://www.amazon.co.jp/Free-bird-%E3%83%97%E3%83%AC%E3%82%BC%E3%83%B3%E3%83%88%E3%83%9B%E3%83%AF%E3%82%A4%E3%83%88%E3%83%87%E3%83%BC-%E3%83%97%E3%83%AC%E3%82%BC%E3%83%B3%E3%83%88%EF%BC%88%E3%81%9C%E3%81%B2%E5%8B%95%E7%94%BB%E3%81%94%E8%A6%A7%EF%BC%89-0-5%E3%82%AB%E3%83%A9%E3%83%83%E3%83%88%EF%BC%88%E3%82%BB%E3%83%83%E3%83%88%EF%BC%89/dp/B08BXS1KRW?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=SPJQPF0DVJSX&dib=eyJ2IjoiMSJ9.X1_eEpFqmEo58KQjcKIoL_rfYX3rHTbY5gCM1zejAAzX9IIc8yPovKnGOYLah-rW8dTnKDlGI1gjyMI-Bwucx-tJv9Rj14zbuq0faguILyMI3bwv8_y8lrHwoTu9tTM2OF2uzbHNIRNEqf1rnaL9lmNDL4EYpi0mT9DkQJWKnoM8Dq47qYOn741iFXs1ZjD5L2BB2FhtWDVLClA9PKeoSR-KAQS0XD6CjvShzPnfdJz6tBW3SjCxJx1L_LXy7nNbbkLJrV5gSaiJ5PYKrMr1EPkcba4FyfAptxnjNRuhhSs.RoCncwYWEcRhntTo4EIbuqS8NeJtB7wMr8k5hGGCRM8&dib_tag=se&keywords=%E3%82%B7%E3%83%B3%E3%83%97%E3%83%AB%E3%81%AA%E3%82%A2%E3%82%AF%E3%82%BB%E3%82%B5%E3%83%AA%E3%83%BC%EF%BC%88%E3%83%94%E3%82%A2%E3%82%B9%E3%83%BB%E3%83%8D%E3%83%83%E3%82%AF%E3%83%AC%E3%82%B9%E3%81%AA%E3%81%A9%EF%BC%89&qid=1785906352&sprefix=%E3%82%B7%E3%83%B3%E3%83%97%E3%83%AB%E3%81%AA%E3%82%A2%E3%82%AF%E3%82%BB%E3%82%B5%E3%83%AA%E3%83%BC%2B%E3%83%94%E3%82%A2%E3%82%B9%2B%E3%83%8D%E3%83%83%E3%82%AF%E3%83%AC%E3%82%B9%E3%81%AA%E3%81%A9%2B%2Caps%2C191&sr=8-4&ufe=app_do%3Aamzn1.fos.35785624-70c4-44ae-a5c3-3f044f475d63&th=1&linkCode=ll2&tag=soleon-22&linkId=7f91f7c1e56fdc0257b70567f75f474d&ref_=as_li_ss_tl
B,tote-bag,見た目・身につけるもの,キャンバスまたはレザーのトートバッグ,6000-15000,F;S,gift,https://www.amazon.co.jp/FSD-WG-%E3%82%AF%E3%83%A9%E3%83%83%E3%83%81%E3%83%90%E3%83%83%E3%82%B0-%E3%82%BB%E3%82%AB%E3%83%B3%E3%83%89%E3%83%90%E3%83%83%E3%82%B0-%E6%89%8B%E6%8C%81%E3%81%A1%E3%83%90%E3%83%83%E3%82%B0-clutch/dp/B082YRL9CL?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&content-id=amzn1.sym.2963e1a5-4060-49b6-8d4d-97c91d82fbc9%3Aamzn1.sym.2963e1a5-4060-49b6-8d4d-97c91d82fbc9&crid=1608BMF0M7H6D&cv_ct_cx=%E3%82%AD%E3%83%A3%E3%83%B3%E3%83%90%E3%82%B9%E3%81%BE%E3%81%9F%E3%81%AF%E3%83%AC%E3%82%B6%E3%83%BC%E3%81%AE%E3%83%88%E3%83%BC%E3%83%88%E3%83%90%E3%83%83%E3%82%B0&keywords=%E3%82%AD%E3%83%A3%E3%83%B3%E3%83%90%E3%82%B9%E3%81%BE%E3%81%9F%E3%81%AF%E3%83%AC%E3%82%B6%E3%83%BC%E3%81%AE%E3%83%88%E3%83%BC%E3%83%88%E3%83%90%E3%83%83%E3%82%B0&pd_rd_i=B082YRL9CL&pd_rd_r=af73d1c9-1d69-4764-afeb-ed56b98fe2cf&pd_rd_w=eTYad&pd_rd_wg=35zki&pf_rd_p=2963e1a5-4060-49b6-8d4d-97c91d82fbc9&pf_rd_r=VFPB4RYZ5W51XCQKA5ZH&qid=1785906375&refinements=p_72%3A2250897051&rnid=2250896051&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=%E3%82%AD%E3%83%A3%E3%83%B3%E3%83%90%E3%82%B9%E3%81%BE%E3%81%9F%E3%81%AF%E3%83%AC%E3%82%B6%E3%83%BC%E3%81%AE%E3%83%88%E3%83%BC%E3%83%88%E3%83%90%E3%83%83%E3%82%B0%2Caps%2C213&sr=1-1-0a53d72a-e58c-4324-b739-134d51de9f78&ufe=app_do%3Aamzn1.fos.35785624-70c4-44ae-a5c3-3f044f475d63&th=1&psc=1&linkCode=ll2&tag=soleon-22&linkId=0c53e646e5a2e37348b2725410fdb1a2&ref_=as_li_ss_tl
B,fragrance-mini,見た目・身につけるもの,香水・フレグランスのミニサイズやお試しセット,5000-12000,F;E,gift,https://www.amazon.co.jp/%E9%A6%99%E6%B0%B4%E3%81%8A%E8%A9%A6%E3%81%97%E3%82%B5%E3%83%B3%E3%83%97%E3%83%AB%E3%82%BB%E3%83%83%E3%83%88-%EF%BC%88%E9%87%91%E6%9C%A8%E7%8A%80%E3%81%AE%E9%A6%99%E3%82%8A-CLASSICS-1-5mL%C3%975%E6%9C%AC-%E9%A6%99%E6%B0%B4%E3%83%88%E3%83%A9%E3%82%A4%E3%82%A2%E3%83%AB%E3%82%BB%E3%83%83%E3%83%88/dp/B0DFC9M58Q?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=1X2PCJCDQUZYA&dib=eyJ2IjoiMSJ9.w6laf0DoCfDiBBrP68BWVQgVzQ8jNKuEi7cp7raKoRMzuCqqAWl4cR-_iFDO0M0zdXQSJUafxZL9MZEKQQfLB2ZpCiq63MO-qYybZvp-V_o1S1aGjaLMjlp1yBAnw2SzpuQ0mIi-Vm1hDubLsaqiFLiFmFSsAEEZ286ZpJv6ODOCyVpSAkV3oyGij9vqyeQ9wt-wVd2ZFp5637r7xejTedGEYE7LN1h8p25keJv5YglkHR7Z2r7tJCb96sfanjUPl3RykS6iccDq5wMOg3xMT9l2oL0rU4VWx4OHXcgcH18.K4DePK6vDnrmWRXLDWHagyajFzhZJWi_ChtoO4ZX6ug&dib_tag=se&keywords=%E9%A6%99%E6%B0%B4%E3%83%BB%E3%83%95%E3%83%AC%E3%82%B0%E3%83%A9%E3%83%B3%E3%82%B9%E3%81%AE%E3%83%9F%E3%83%8B%E3%82%B5%E3%82%A4%E3%82%BA%E3%82%84%E3%81%8A%E8%A9%A6%E3%81%97%E3%82%BB%E3%83%83%E3%83%88&qid=1785906400&refinements=p_72%3A82381051&rnid=82379051&sprefix=%E3%82%AD%E3%83%A3%E3%83%B3%E3%83%90%E3%82%B9%E3%81%BE%E3%81%9F%E3%81%AF%E3%83%AC%E3%82%B6%E3%83%BC%E3%81%AE%E3%83%88%E3%83%BC%E3%83%88%E3%83%90%E3%83%83%E3%82%B0%2Caps%2C213&sr=8-9&th=1&linkCode=ll2&tag=soleon-22&linkId=3173bff2e76a3881a01225acf7a35924&ref_=as_li_ss_tl
